molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL366016,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2ccccc2Br)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,25118.86,inactive
CHEMBL190345,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2ccc(-c3ccccc3)cc2)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,31622.78,inactive
CHEMBL366015,COc1ccc(-c2ccc(O[C@H]3CC(C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C4CCCCC4)C(C)C)[C@H](C(=O)CC4(C(=O)O)CC4)C3)cc2)cc1,31622.78,intermediate
CHEMBL372382,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2cccc(-c3ccccc3)c2)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,6309.57,intermediate
CHEMBL191670,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2cccc(-c3cccc([N+](=O)[O-])c3)c2)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,6309.57,intermediate
CHEMBL364026,CC(=O)Nc1cccc(-c2cccc(O[C@H]3CC(C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C4CCCCC4)C(C)C)[C@H](C(=O)CC4(C(=O)O)CC4)C3)c2)c1,6309.57,inactive
CHEMBL364225,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2ccccc2-c2ccccc2)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,199526.23,inactive
CHEMBL433779,COc1ccc(-c2ccccc2O[C@H]2CC(C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C3CCCCC3)C(C)C)[C@H](C(=O)CC3(C(=O)O)CC3)C2)cc1,199526.23,inactive
CHEMBL191654,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2ccccc2-c2ccc(C(=O)O)cc2)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,199526.23,inactive
CHEMBL436482,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2cccnc2-c2ccsc2)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,199526.23,inactive
CHEMBL363651,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2cccc(N3CCOCC3)c2)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,31622.78,inactive
CHEMBL434726,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2nc3ccccc3s2)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,19952.62,inactive
CHEMBL193227,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Sc2nc3ccccc3s2)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,19952.62,inactive
CHEMBL193226,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2ccncc2)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,158489.32,inactive
CHEMBL373098,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2cccnc2)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,199526.23,inactive
CHEMBL192148,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2cccc3cccnc23)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,251188.64,inactive
CHEMBL433963,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2ccc(Cl)c3cccnc23)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,100000.0,intermediate
CHEMBL190764,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2nccc3ccccc23)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,7943.28,intermediate
CHEMBL190765,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2cncc3ccccc23)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,3981.07,intermediate
CHEMBL372927,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2ccnc3ccccc23)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,5011.87,intermediate
CHEMBL192654,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2ccnc3cc(C(F)(F)F)ccc23)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,6309.57,inactive
CHEMBL436098,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Sc2ccnc3cc(C(F)(F)F)ccc23)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,10000.0,intermediate
CHEMBL190689,CC(=O)N[C@H](C(=O)N[C@H](C(=O)C1C[C@H](Oc2ccnc3cc(Cl)ccc23)C[C@H]1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,1995.26,active
CHEMBL363650,COc1ccc2c(O[C@H]3CC(C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C4CCCCC4)C(C)C)[C@H](C(=O)CC4(C(=O)O)CC4)C3)ccnc2c1,794.33,inactive
CHEMBL189272,COc1ccc2nccc(O[C@H]3CC(C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C4CCCCC4)C(C)C)[C@H](C(=O)CC4(C(=O)O)CC4)C3)c2c1,15848.93,active
CHEMBL3644875,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(Cc2ccccc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,195.0,active
CHEMBL3644876,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(C(=O)Cc2ccccc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,490.0,active
CHEMBL3644877,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(C(=O)OCc2ccccc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,57.0,active
CHEMBL3644878,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(CC(=O)c2ccccc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)C)C(=O)NS(=O)(=O)C1CC1,21.0,active
CHEMBL3644879,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(CCc2ccccc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,13.0,active
CHEMBL3644880,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(C(=O)c2ccccc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,403.0,active
CHEMBL3644881,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccccc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,5.0,active
CHEMBL3644882,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccccc2F)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,11.0,active
CHEMBL3644883,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2cccc(F)c2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,14.0,active
CHEMBL3644884,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccc(F)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,4.0,active
CHEMBL3644885,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccc3ccccc3c2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,22.0,active
CHEMBL3644886,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2cccc3ccccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,170.0,active
CHEMBL3644887,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2cccc3cccnc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,160.0,active
CHEMBL3644888,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccc(Br)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,2.0,active
CHEMBL3644889,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2cccc(Br)c2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,32.0,active
CHEMBL3644890,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2cnc(Cl)c(Br)c2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,68.0,active
CHEMBL3644891,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccccc2Cl)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,16.0,active
CHEMBL3644892,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2cccc(Cl)c2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,28.0,active
CHEMBL3644893,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccc(Cl)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,2.0,active
CHEMBL3644894,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccc(C#N)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,6.0,active
CHEMBL3644895,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccc(C(F)(F)F)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,4.0,active
CHEMBL3644896,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccc(OC)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,2.0,active
CHEMBL3644897,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2cccs2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,6.0,active
CHEMBL3644898,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccsc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,3.0,active
CHEMBL3644899,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)Cc2ccccc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,14.0,active
CHEMBL3644900,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(C(=O)Nc2ccccc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,640.0,active
CHEMBL3644901,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)Nc2ccccc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,61.0,active
CHEMBL3644902,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccccc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,19.0,active
CHEMBL3644903,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(Br)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,41.0,active
CHEMBL3644904,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2cccc(-c3ccccc3)c2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,13.0,active
CHEMBL3644905,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(N3CCCCC3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,9.0,active
CHEMBL3644906,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(N3CCOCC3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,10.0,active
CHEMBL3644907,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-n3cccn3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,9.0,active
CHEMBL3644908,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3ccccc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,2.0,active
CHEMBL3644909,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(OC)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,12.0,active
CHEMBL3644910,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(C(C)C)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,16.0,active
CHEMBL3644911,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc3ccccc3c2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,12.0,active
CHEMBL3644912,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(C3CCCCC3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,5.0,active
CHEMBL3644913,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3ccccc3OC)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,21.0,active
CHEMBL3644914,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3ccccc3F)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,34.0,active
CHEMBL3644915,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3ccccc3C)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,39.0,active
CHEMBL3644916,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3cccc(F)c3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,82.0,active
CHEMBL3644917,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3ccc(F)cc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,45.0,active
CHEMBL3644918,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3ccsc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,40.0,inactive
CHEMBL3644919,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3cncnc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,45000.0,active
CHEMBL3644920,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3ccc(OC)cc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,66.0,active
CHEMBL3644921,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3cccc(OC)c3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,110.0,active
CHEMBL3644922,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3ccc(C#N)cc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,28.0,inactive
CHEMBL3644923,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3cnc(N)nc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,16000.0,active
CHEMBL3644924,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccc(N3CCCCC3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,3.0,active
CHEMBL3644925,CCC[C@H](NC(=O)[C@@H]1CN(c2ccc(-c3ccccc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,940.0,intermediate
CHEMBL3644926,CC(C)(C)[C@H](NC(=O)OC1CCCC1)C(=O)N1CN(Cc2ccccc2)C[C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O,4200.0,active
CHEMBL3644927,CCC[C@H](NC(=O)[C@@H]1CN(S(=O)(=O)c2ccc(Br)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,500.0,active
CHEMBL3644928,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2cc(Cl)nc(OC)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,1000.0,intermediate
CHEMBL3644929,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2cc(OC)nc(Cl)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,1090.0,intermediate
CHEMBL3644930,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2cc(-c3ccccc3)nc(SC)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,3400.0,active
CHEMBL3644931,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3ccccc3)cc2)C(=O)N1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,610.0,active
CHEMBL3644932,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3ccccc3)cc2)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,5.0,active
CHEMBL3644933,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2ccc(-c3ccccc3)cc2)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C(F)(F)F)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,2.0,active
CHEMBL3644934,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2CN(c3ccc(-c4ccccc4)cc3)CN2C1=O,2.0,active
CHEMBL3644935,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccccc2Br)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,20.0,intermediate
CHEMBL3644936,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2cc(-c3ccccc3)nc(OC)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,1420.0,intermediate
CHEMBL3644937,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2cc(N3CCCCC3)nc(OC)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,1430.0,intermediate
CHEMBL3644938,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2cc(OC)nc(N3CCCCC3)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,1150.0,active
CHEMBL3644939,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2cc(Cl)nc(N3CCCCC3)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,950.0,active
CHEMBL3644940,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(c2cc(Nc3ccccc3)nc(OC)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,610.0,active
CHEMBL3659510,CCC[C@H](NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)[C@@H]1C=C[C@H]2C1)C(=O)C(=O)NC1CC1,202.0,inactive
CHEMBL3686493,C[C@]1(O)[C@@H](O)[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@]1(C#N)n1ccc(=O)[nH]c1=O,27000.0,inactive
